"CustomerID","Total_Purchase_Value","Customer_Value"
13684,65.13,"Low Value"
13685,3119.44,"Premium"
13686,72,"Low Value"
13689,910,"High Value"
13690,172.25,"Low Value"
13692,1488.32,"High Value"
13694,65039.62,"Premium"
13695,2504.13,"Premium"
13697,151.3,"Low Value"
13699,308.58,"Medium Value"
13700,2248.63,"Premium"
13703,99.5,"Low Value"
13704,2308.06,"Premium"
13705,711.86,"High Value"
13706,330.79,"Medium Value"
13707,806.41,"High Value"
13708,285.33,"Low Value"
13709,6307.65,"Premium"
13710,180.48,"Low Value"
13711,252.06,"Low Value"
13712,228.84,"Low Value"
13715,1077.39,"High Value"
13716,138.28,"Low Value"
13717,1445.01,"High Value"
13718,306.55,"Medium Value"
13719,1041.68,"High Value"
13720,799.9,"High Value"
13721,524.14,"Medium Value"
13722,2375.41,"Premium"
13723,199.85,"Low Value"
13725,1980.56,"Premium"
13726,1079.66,"High Value"
13727,333.48,"Medium Value"
13728,1016.14,"High Value"
13730,752.6,"High Value"
13731,610.59,"Medium Value"
13732,491.86,"Medium Value"
13735,2883.54,"Premium"
13736,729.8,"High Value"
13737,339.6,"Medium Value"
13739,216.9,"Low Value"
13740,350.75,"Medium Value"
13741,668.43,"Medium Value"
13742,3107.87,"Premium"
13743,1341.6,"High Value"
13744,1080.52,"High Value"
13745,300.04,"Low Value"
13747,79.6,"Low Value"
13748,948.25,"High Value"
13750,1647.26,"High Value"
13751,296.25,"Low Value"
13752,1175.38,"High Value"
13753,741.26,"High Value"
13754,282.6,"Low Value"
13755,2108.06,"Premium"
13756,5189.52,"Premium"
13758,3190.55,"Premium"
13759,659.41,"Medium Value"
13760,286.79,"Low Value"
13761,1070.65,"High Value"
13762,306.72,"Medium Value"
13763,1714.96,"Premium"
13764,1519.42,"High Value"
13767,17220.36,"Premium"
13769,2796.51,"Premium"
13771,2634.45,"Premium"
13772,1122.63,"High Value"
13774,345,"Medium Value"
13777,25977.16,"Premium"
13778,178.7,"Low Value"
13780,360.01,"Medium Value"
13781,127.84,"Low Value"
13782,908.859999999999,"High Value"
13784,2462.79,"Premium"
13786,230.4,"Low Value"
13787,309.04,"Medium Value"
13790,348.8,"Medium Value"
13791,1516,"High Value"
13792,195.55,"Low Value"
13798,37153.85,"Premium"
13799,688.86,"High Value"
13800,558.32,"Medium Value"
13801,324.8,"Medium Value"
13802,4599.42,"Premium"
13803,277.07,"Low Value"
13804,2588.39,"Premium"
13805,924.6,"High Value"
13806,256.38,"Low Value"
13807,112.6,"Low Value"
13808,1747.66,"Premium"
13809,155.05,"Low Value"
13810,1499.01,"High Value"
13811,814.5,"High Value"
13812,539,"Medium Value"
13813,1366.86,"High Value"
13814,1579.12,"High Value"
13815,4027.36,"Premium"
13816,571.67,"Medium Value"
13817,382.98,"Medium Value"
13819,1140.35,"High Value"
13821,385.64,"Medium Value"
13822,632,"Medium Value"
13823,957.66,"High Value"
13824,1698.94,"Premium"
13826,189.5,"Low Value"
13827,409.8,"Medium Value"
13828,209.49,"Low Value"
13831,2198.45,"Premium"
13832,52.2,"Low Value"
13833,383.85,"Medium Value"
13835,834.57,"High Value"
13837,266.59,"Low Value"
13838,674.82,"High Value"
13841,85,"Low Value"
13842,3385.62,"Premium"
13844,361.62,"Medium Value"
13845,312.98,"Medium Value"
13846,865.06,"High Value"
13848,1255,"High Value"
13849,1537.95,"High Value"
13850,1595.48,"High Value"
13851,2651.46,"Premium"
13853,1090.14,"High Value"
13854,8109.52,"Premium"
13856,388.5,"Medium Value"
13858,216.17,"Low Value"
13859,201.16,"Low Value"
13860,1245.9,"High Value"
13862,2209.36,"Premium"
13863,305.78,"Low Value"
13865,501.56,"Medium Value"
13866,145.67,"Low Value"
13867,1005.09,"High Value"
13868,3192.54,"Premium"
13869,3083.65,"Premium"
13870,2770.94,"Premium"
13871,6403.25,"Premium"
13873,389.6,"Medium Value"
13874,540.45,"Medium Value"
13875,1786.79,"Premium"
13876,122.7,"Low Value"
13877,117.24,"Low Value"
13878,1271.57,"High Value"
13880,3219.77,"Premium"
13881,17159.52,"Premium"
13882,1191.13,"High Value"
13883,2674.48,"Premium"
13884,787.6,"High Value"
13885,506.8,"Medium Value"
13886,243.56,"Low Value"
13887,349.55,"Medium Value"
13888,595.67,"Medium Value"
13889,416.9,"Medium Value"
13890,1883.81,"Premium"
13892,632.97,"Medium Value"
13893,821.1,"High Value"
13894,564.62,"Medium Value"
13895,2593.07,"Premium"
13897,311.16,"Medium Value"
13898,155.93,"Low Value"
13899,388.52,"Medium Value"
13900,740.95,"High Value"
13901,2867.2,"Premium"
13904,332.64,"Medium Value"
13908,2369.55,"Premium"
13911,2580.91,"Premium"
13914,626.45,"Medium Value"
13917,272.04,"Low Value"
13918,1212.84,"High Value"
13919,384.81,"Medium Value"
13922,172.25,"Low Value"
13923,351.13,"Medium Value"
13924,1838.85,"Premium"
13925,678.25,"High Value"
13926,223.85,"Low Value"
13927,348.99,"Medium Value"
13928,464.57,"Medium Value"
13929,842.65,"High Value"
13930,337.34,"Medium Value"
13931,1237.53,"High Value"
13932,307.4,"Medium Value"
13933,608.79,"Medium Value"
13934,922.1,"High Value"
13936,376.58,"Medium Value"
13937,158.85,"Low Value"
13938,71.66,"Low Value"
13939,568.55,"Medium Value"
13940,839.14,"High Value"
13941,5112.96,"Premium"
13946,561.57,"Medium Value"
13947,90.6,"Low Value"
13948,102,"Low Value"
13949,2427.32,"Premium"
13950,745.06,"High Value"
13951,674.45,"High Value"
13952,3251.071,"Premium"
13953,3515.68,"Premium"
13954,439.92,"Medium Value"
13955,322.96,"Medium Value"
13956,1019.27,"High Value"
13959,594.04,"Medium Value"
13960,230.22,"Low Value"
13962,169.55,"Low Value"
13963,664.54,"Medium Value"
13967,80.7,"Low Value"
13969,9024.17,"Premium"
13971,2758.26,"Premium"
13972,190.25,"Low Value"
13973,264.7,"Low Value"
13974,413.59,"Medium Value"
13975,2461.24,"Premium"
13976,357.98,"Medium Value"
13978,196.79,"Low Value"
13979,869.87,"High Value"
13980,200.14,"Low Value"
13982,1871.81,"Premium"
13983,2603.43,"Premium"
13984,920.51,"High Value"
13985,7060.13,"Premium"
13986,320.46,"Medium Value"
13988,4147.96,"Premium"
13989,1266.08,"High Value"
13990,311.3,"Medium Value"
13991,852.88,"High Value"
13992,76.8,"Low Value"
13993,3466.36,"Premium"
13994,2274.14,"Premium"
13995,1393.69,"High Value"
13999,3901.81,"Premium"
14000,635.66,"Medium Value"
14001,2043.08,"Premium"
14002,529.73,"Medium Value"
14004,4582.64,"Premium"
14005,2874.72,"Premium"
14006,962.19,"High Value"
14009,695.61,"High Value"
14012,328.8,"Medium Value"
14013,473.02,"Medium Value"
14014,505.18,"Medium Value"
14015,917.34,"High Value"
14016,4341.21,"Premium"
14019,1421.61,"High Value"
14020,642.8,"Medium Value"
14021,631.9,"Medium Value"
14022,440,"Medium Value"
14023,584.07,"Medium Value"
14024,327.7,"Medium Value"
14027,104.82,"Low Value"
14029,467.66,"Medium Value"
14030,2358.84,"Premium"
14031,17286.86,"Premium"
14032,2975.59,"Premium"
14034,648.89,"Medium Value"
14035,1428.02,"High Value"
14036,626.65,"Medium Value"
14037,147.2,"Low Value"
14038,1560.38,"High Value"
14039,152.2,"Low Value"
14040,3560.32,"Premium"
14041,141.41,"Low Value"
14044,646.419999999999,"Medium Value"
14045,1659.75,"High Value"
14046,154.99,"Low Value"
14047,1308.61,"High Value"
14048,409.93,"Medium Value"
14049,5578.72,"Premium"
14050,746.36,"High Value"
14051,15610.39,"Premium"
14052,225.36,"Low Value"
14053,260.25,"Low Value"
14054,92.46,"Low Value"
14055,725.64,"High Value"
14056,8152.70999999998,"Premium"
14057,6211.66,"Premium"
14059,183.6,"Low Value"
14060,6140.42,"Premium"
14062,10464.85,"Premium"
14064,1334.34,"High Value"
14066,152.55,"Low Value"
14067,374.7,"Medium Value"
14068,265.85,"Low Value"
14071,1437.57,"High Value"
14073,151.04,"Low Value"
14075,942.26,"High Value"
14076,118.67,"Low Value"
14077,499.42,"Medium Value"
14078,1049.37,"High Value"
14079,375.1,"Medium Value"
14080,45.6,"Low Value"
14081,921.62,"High Value"
14082,182.25,"Low Value"
14083,1002.9,"High Value"
14085,4421.29,"Premium"
14087,191.47,"Low Value"
14088,50491.81,"Premium"
14089,158.75,"Low Value"
14090,76.32,"Low Value"
14092,4076.91,"Premium"
14093,433.86,"Medium Value"
14096,65164.7899999997,"Premium"
14098,147.35,"Low Value"
14099,3104.17,"Premium"
14100,191.95,"Low Value"
14101,5976.79,"Premium"
14102,1105.88,"High Value"
14104,216.21,"Low Value"
14105,1266.23,"High Value"
14107,2703.23,"Premium"
14108,597.91,"Medium Value"
14109,144.2,"Low Value"
14110,5683.15,"Premium"
14111,692.85,"High Value"
14112,2915.15,"Premium"
14113,1840.42,"Premium"
14114,386.53,"Medium Value"
14116,1382.74,"High Value"
14117,90,"Low Value"
14121,2780.15,"Premium"
14124,419.58,"Medium Value"
14125,2720.63,"Premium"
14126,706.13,"High Value"
14127,709.71,"High Value"
14128,637.5,"Medium Value"
14129,1123.86,"High Value"
14130,480.91,"Medium Value"
14132,3586.03,"Premium"
14133,605.64,"Medium Value"
14135,4690.31,"Premium"
14138,965.88,"High Value"
14139,415.82,"Medium Value"
14140,935.05,"High Value"
14141,915.13,"High Value"
14142,311.81,"Medium Value"
14143,115.8,"Low Value"
14145,3742.2,"Premium"
14146,4191,"Premium"
14147,483.4,"Medium Value"
14148,157.2,"Low Value"
14149,446.62,"Medium Value"
14150,658.64,"Medium Value"
14152,621.29,"Medium Value"
14154,1345.62,"High Value"
14155,118.75,"Low Value"
14156,117210.08,"Premium"
14157,424.89,"Medium Value"
14158,507.66,"Medium Value"
14159,4630.34999999999,"Premium"
14161,1097.62,"High Value"
14162,289.36,"Low Value"
14163,2445.91,"Premium"
14164,1631.77,"High Value"
14165,120.44,"Low Value"
14167,562.59,"Medium Value"
14171,363.79,"Medium Value"
14173,450.84,"Medium Value"
14174,134.46,"Low Value"
14175,3222.3,"Premium"
14176,576.9,"Medium Value"
14177,549.46,"Medium Value"
14178,1600.26,"High Value"
14179,701.57,"High Value"
14180,4748.52,"Premium"
14184,452.89,"Medium Value"
14185,197.65,"Low Value"
14188,2054.36,"Premium"
14189,4654.08,"Premium"
14191,4684.76,"Premium"
14193,853.39,"High Value"
14194,11349.52,"Premium"
14195,1012,"High Value"
14196,335.52,"Medium Value"
14198,701.4,"High Value"
14199,185.4,"Low Value"
14201,747.44,"High Value"
14204,150.61,"Low Value"
14205,466.7,"Medium Value"
14206,328.16,"Medium Value"
14208,151.74,"Low Value"
14209,2073.43,"Premium"
14210,1905.84,"Premium"
14211,2241.1,"Premium"
14212,1070.48,"High Value"
14214,1004.38,"High Value"
14215,1789.72,"Premium"
14216,1839.3,"Premium"
14217,2004.98,"Premium"
14218,169.48,"Low Value"
14219,89.94,"Low Value"
14220,632.4,"Medium Value"
14221,3432.8,"Premium"
14222,683.17,"High Value"
14223,991.13,"High Value"
14224,1009.73,"High Value"
14226,2214.79,"Premium"
14227,3350.96,"Premium"
14229,1547.2,"High Value"
14231,925.71,"High Value"
14232,2048.07,"Premium"
14233,1462.72,"High Value"
14234,754.12,"High Value"
14235,3144.86,"Premium"
14236,490.86,"Medium Value"
14237,161,"Low Value"
14238,146.85,"Low Value"
14239,2380.85,"Premium"
14240,890.34,"High Value"
14241,213.7,"Low Value"
14242,280.55,"Low Value"
14243,2588.77,"Premium"
14245,1693.45,"Premium"
14246,1474.06,"High Value"
14247,136.77,"Low Value"
14248,302.58,"Low Value"
14250,1904.05,"Premium"
14251,2879.7,"Premium"
14256,969.06,"High Value"
14257,3099.72,"Premium"
14258,12669.98,"Premium"
14259,120,"Low Value"
14261,1163.45,"High Value"
14262,2618.23,"Premium"
14264,333.97,"Medium Value"
14265,530.18,"Medium Value"
14267,1516.24,"High Value"
14270,492.65,"Medium Value"
14271,112.32,"Low Value"
14272,437.96,"Medium Value"
14273,559.97,"Medium Value"
14276,1119.74,"High Value"
14277,4188,"Premium"
14280,134.04,"Low Value"
14282,3701.44,"Premium"
14284,595.25,"Medium Value"
14285,1910.01,"Premium"
14286,4628.75,"Premium"
14287,176.63,"Low Value"
14288,426.6,"Medium Value"
14289,911.26,"High Value"
14290,2314.65,"Premium"
14291,3883.25,"Premium"
14292,4871.93,"Premium"
14293,1046.56,"High Value"
14295,166.2,"Low Value"
14297,1305.33,"High Value"
14298,51527.3,"Premium"
14299,3965.62,"Premium"
14300,43.2,"Low Value"
14301,640.14,"Medium Value"
14304,383.45,"Medium Value"
14305,1858.96,"Premium"
14306,2093.32,"Premium"
14307,2995.72,"Premium"
14309,2352.53,"Premium"
14311,310.26,"Medium Value"
14312,1611.59,"High Value"
14314,120,"Low Value"
14315,2481.13,"Premium"
14317,508.58,"Medium Value"
14320,477.79,"Medium Value"
14321,1530.75,"High Value"
14323,605.06,"Medium Value"
14326,183.85,"Low Value"
14327,311.65,"Medium Value"
14329,4975.24,"Premium"
14331,462.66,"Medium Value"
14332,840.21,"High Value"
14333,415.2,"Medium Value"
14334,2552.21,"Premium"
14335,454.86,"Medium Value"
14336,1614.91,"High Value"
14338,588.22,"Medium Value"
14339,309.52,"Medium Value"
14340,134.7,"Low Value"
14341,2166.98,"Premium"
14342,668.56,"Medium Value"
14344,889.93,"High Value"
14345,108.98,"Low Value"
14346,1021.58,"High Value"
14348,409.57,"Medium Value"
14349,133.5,"Low Value"
14350,282.93,"Low Value"
14351,51,"Low Value"
14352,1078.96,"High Value"
14353,90.6,"Low Value"
14354,163.62,"Low Value"
14355,174.4,"Low Value"
14356,701.23,"High Value"
14357,225.12,"Low Value"
14359,912.18,"High Value"
14360,2118.03,"Premium"
14362,151.5,"Low Value"
14364,3717.35,"Premium"
14367,9227.82000000001,"Premium"
14368,155,"Low Value"
14371,100.5,"Low Value"
14373,76.55,"Low Value"
14375,235.56,"Low Value"
14377,617.05,"Medium Value"
14379,348.1,"Medium Value"
14381,202.68,"Low Value"
14382,615.49,"Medium Value"
14383,1247.69,"High Value"
14385,202.11,"Low Value"
14386,142.4,"Low Value"
14387,1727.6,"Premium"
14388,3212.84,"Premium"
14389,1043.46,"High Value"
14390,4642.57,"Premium"
14393,67.95,"Low Value"
14395,3479.91,"Premium"
14396,487.99,"Medium Value"
14397,2612.96,"Premium"
14400,574.7,"Medium Value"
14401,4051.48,"Premium"
14403,1475.81,"High Value"
14404,1449.32,"High Value"
14406,156.75,"Low Value"
14407,2157.73,"Premium"
14408,2599.03,"Premium"
14409,2059.45,"Premium"
14410,1100.27,"High Value"
14411,1063,"High Value"
14412,770.03,"High Value"
14413,121.05,"Low Value"
14414,1496.98,"High Value"
14415,5855.57,"Premium"
14416,490.22,"Medium Value"
14418,1937.25,"Premium"
14419,1051.79,"High Value"
14420,387.52,"Medium Value"
14421,813.11,"High Value"
14422,4263.64,"Premium"
14423,265.2,"Low Value"
14424,322.08,"Medium Value"
14426,4481.67,"Premium"
14427,363.34,"Medium Value"
14428,1224.06,"High Value"
14431,470.36,"Medium Value"
14432,2248.5,"Premium"
14434,1372.8,"High Value"
14436,89.06,"Low Value"
14437,63,"Low Value"
14438,131.9,"Low Value"
14439,2661.24,"Premium"
14440,2357.68,"Premium"
14441,1712.89,"Premium"
14442,1589.82,"High Value"
14443,1420.2,"High Value"
14446,1010.35,"High Value"
14447,1163.23,"High Value"
14448,375.35,"Medium Value"
14449,885.8,"High Value"
14450,483.25,"Medium Value"
14451,643.9,"Medium Value"
14452,259.05,"Low Value"
14453,119.93,"Low Value"
14456,3017.28,"Premium"
14457,113.64,"Low Value"
14459,1837.92,"Premium"
14460,434.34,"Medium Value"
14461,2103.06,"Premium"
14462,1980.57,"Premium"
14463,529.62,"Medium Value"
14465,1038.44,"High Value"
14466,2272.4,"Premium"
14467,596.26,"Medium Value"
14470,461.19,"Medium Value"
14472,1852.67,"Premium"
14473,234.34,"Low Value"
14474,547.66,"Medium Value"
14475,925.85,"High Value"
14476,193,"Low Value"
14477,1309.6,"High Value"
14479,316.25,"Medium Value"
14480,279.05,"Low Value"
14481,636.51,"Medium Value"
14482,2022.81,"Premium"
14483,137.1,"Low Value"
14484,321.92,"Medium Value"
14485,162.8,"Low Value"
14487,1165.48,"High Value"
14488,1064.28,"High Value"
14489,463.38,"Medium Value"
14491,340.93,"Medium Value"
14493,2383.24,"Premium"
14494,139.56,"Low Value"
14495,123.8,"Low Value"
14496,538.81,"Medium Value"
14497,475.37,"Medium Value"
14498,1957.32,"Premium"
14499,808.44,"High Value"
14500,356.85,"Medium Value"
14501,251.21,"Low Value"
14502,2429.83,"Premium"
14503,3543.26,"Premium"
14504,673.26,"High Value"
14505,5859.42999999999,"Premium"
14506,1960.65,"Premium"
14507,1367.88,"High Value"
14508,268.05,"Low Value"
14511,1314.81,"High Value"
14512,275.28,"Low Value"
14513,455.59,"Medium Value"
14514,990.2,"High Value"
14515,2076.89,"Premium"
14517,330.45,"Medium Value"
14518,174.37,"Low Value"
14520,270.6,"Low Value"
14522,974.54,"High Value"
14523,241.09,"Low Value"
14524,1843.83,"Premium"
14525,4215.9,"Premium"
14527,8507.12999999996,"Premium"
14528,364.22,"Medium Value"
14529,578.61,"Medium Value"
14530,2862.11,"Premium"
14532,932.85,"High Value"
14533,1949.72,"Premium"
14534,4397.3,"Premium"
14535,2854.84,"Premium"
14536,170.95,"Low Value"
14537,355.56,"Medium Value"
14538,388.25,"Medium Value"
14539,537.48,"Medium Value"
14540,952.66,"High Value"
14541,1453.35,"High Value"
14542,103.25,"Low Value"
14543,3599.73,"Premium"
14544,2004.3,"Premium"
14546,2573.93,"Premium"
14547,3974.75,"Premium"
14548,652.8,"Medium Value"
14549,289.24,"Low Value"
14550,757.37,"High Value"
14551,186.23,"Low Value"
14552,164.22,"Low Value"
14553,859.27,"High Value"
14554,2279.49,"Premium"
14555,312.54,"Medium Value"
14557,788.38,"High Value"
14560,2237.77,"Premium"
14561,1080.76,"High Value"
14562,5006.77,"Premium"
14565,3099.12,"Premium"
14566,1432,"High Value"
14567,1530.36,"High Value"
14569,227.39,"Low Value"
14570,218.06,"Low Value"
14572,2804.54,"Premium"
14573,1639.82,"High Value"
14576,35.4,"Low Value"
14577,859.710000000001,"High Value"
14578,168.63,"Low Value"
14581,138.6,"Low Value"
14582,114.11,"Low Value"
14583,986.96,"High Value"
14584,1033.06,"High Value"
14585,157.05,"Low Value"
14586,237.36,"Low Value"
14587,1580.29,"High Value"
14589,39.75,"Low Value"
14591,1320.21,"High Value"
14592,557.94,"Medium Value"
14593,617.15,"Medium Value"
14594,363.33,"Medium Value"
14595,1740.6,"Premium"
14597,866.24,"High Value"
14598,221.97,"Low Value"
14600,393.33,"Medium Value"
14601,213.96,"Low Value"
14603,660,"Medium Value"
14606,12076.1500000001,"Premium"
14607,16209.5,"Premium"
14608,1785.15,"Premium"
14609,601.56,"Medium Value"
14616,406.08,"Medium Value"
14618,553.44,"Medium Value"
14619,394.44,"Medium Value"
14620,412.78,"Medium Value"
14621,1788.36,"Premium"
14622,320.58,"Medium Value"
14623,886.7,"High Value"
14624,225.85,"Low Value"
14625,899.63,"High Value"
14626,2791.27,"Premium"
14628,671.96,"High Value"
14629,955.26,"High Value"
14631,1006.98,"High Value"
14632,114.56,"Low Value"
14633,344.9,"Medium Value"
14636,609.85,"Medium Value"
14638,443.6,"Medium Value"
14639,2984.49,"Premium"
14640,2107.38,"Premium"
14641,110.46,"Low Value"
14642,96.12,"Low Value"
14643,693.81,"High Value"
14644,830.76,"High Value"
14645,597.09,"Medium Value"
14646,280206.02,"Premium"
14647,236.04,"Low Value"
14649,1402.59,"High Value"
14651,653.75,"Medium Value"
14652,114.18,"Low Value"
14653,1926.65,"Premium"
14655,1932.23,"Premium"
14656,291.05,"Low Value"
14657,848.22,"High Value"
14658,247.15,"Low Value"
14659,2529.93,"Premium"
14660,285.74,"Low Value"
14661,107.95,"Low Value"
14662,741.37,"High Value"
14664,636.24,"Medium Value"
14665,1835.7,"Premium"
14666,195.25,"Low Value"
14667,9175.04,"Premium"
14669,1259.24,"High Value"
14670,392.86,"Medium Value"
14672,765.55,"High Value"
14673,1736.4,"Premium"
14675,596.36,"Medium Value"
14676,2548.24,"Premium"
14680,28754.11,"Premium"
14681,498.95,"Medium Value"
14682,52,"Low Value"
14684,1201.51,"High Value"
14687,628.38,"Medium Value"
14688,5579.1,"Premium"
14689,112.8,"Low Value"
14690,355.05,"Medium Value"
14691,2114.33,"Premium"
14692,591.55,"Medium Value"
14693,172.9,"Low Value"
14696,2078.95,"Premium"
14697,188.61,"Low Value"
14698,1217.27,"High Value"
14699,109.13,"Low Value"
14700,2195.1,"Premium"
14701,2526.09,"Premium"
14702,3251.79,"Premium"
14703,318.17,"Medium Value"
14704,1493.96,"High Value"
14705,179,"Low Value"
14708,1126.37,"High Value"
14709,4921.04000000001,"Premium"
14710,599.48,"Medium Value"
14711,2839.62,"Premium"
14712,917.07,"High Value"
14713,2662.2,"Premium"
14714,160.19,"Low Value"
14715,867.38,"High Value"
14716,307.51,"Medium Value"
14719,1581.84,"High Value"
14720,663.81,"Medium Value"
14722,180.42,"Low Value"
14723,1122.36,"High Value"
14725,655.58,"Medium Value"
14727,268.58,"Low Value"
14729,313.49,"Medium Value"
14730,1897.57000000001,"Premium"
14731,380.02,"Medium Value"
14732,2702.49,"Premium"
14733,9585.91,"Premium"
14735,6065.69,"Premium"
14737,1164.55,"High Value"
14738,1314.45,"High Value"
14739,3902.28,"Premium"
14740,1448.21,"High Value"
14741,1400.34,"High Value"
14744,1099.98,"High Value"
14745,1220.26,"High Value"
14747,328.2,"Medium Value"
14748,1415.75,"High Value"
14752,389.64,"Medium Value"
14753,563.15,"Medium Value"
14754,638.05,"Medium Value"
14755,5010.28,"Premium"
14756,738.96,"High Value"
14757,420.5,"Medium Value"
14758,1484.06,"High Value"
14759,1625.97,"High Value"
14760,89.2,"Low Value"
14761,255.9,"Low Value"
14762,300.52,"Low Value"
14764,278.3,"Low Value"
14765,254.11,"Low Value"
14766,2473.37,"Premium"
14768,192.6,"Low Value"
14769,10416.98,"Premium"
14770,876.42,"High Value"
14772,139.26,"Low Value"
14775,1011.9,"High Value"
14776,2538.3,"Premium"
14778,730.86,"High Value"
14779,386.15,"Medium Value"
14780,447.68,"Medium Value"
14782,200.1,"Low Value"
14784,289.99,"Low Value"
14785,77.4,"Low Value"
14788,679.44,"High Value"
14789,197.64,"Low Value"
14790,745.06,"High Value"
14792,6.2,"Low Value"
14793,228.99,"Low Value"
14794,1319.91,"High Value"
14795,131.45,"Low Value"
14796,7975.48999999998,"Premium"
14798,173.74,"Low Value"
14799,157.7,"Low Value"
14800,4331.79,"Premium"
14801,189.34,"Low Value"
14803,845.55,"High Value"
14804,353.27,"Medium Value"
14805,546.4,"Medium Value"
14806,193.39,"Low Value"
14808,2718.6,"Premium"
14810,2085.33,"Premium"
14813,152.88,"Low Value"
14815,778.5,"High Value"
14816,271.85,"Low Value"
14817,1110.34,"High Value"
14818,657.8,"Medium Value"
14819,272.07,"Low Value"
14820,507.29,"Medium Value"
14821,48.8,"Low Value"
14823,321.43,"Medium Value"
14824,1127.71,"High Value"
14825,2221.01,"Premium"
14828,2139.76,"Premium"
14829,697.55,"High Value"
14830,188.88,"Low Value"
14834,1720.3,"Premium"
14836,102.45,"Low Value"
14837,1649.5,"High Value"
14840,62.85,"Low Value"
14841,3295.76,"Premium"
14842,2824.69,"Premium"
14844,3189.81,"Premium"
14847,309.4,"Medium Value"
14849,7930.54,"Premium"
14850,325.75,"Medium Value"
14851,511.35,"Medium Value"
14852,2836.69,"Premium"
14853,475.8,"Medium Value"
14854,2740.03,"Premium"
14855,645.65,"Medium Value"
14856,1290.53,"High Value"
14857,1173.12,"High Value"
14859,1353.74,"High Value"
14860,170.32,"Low Value"
14861,125.79,"Low Value"
14862,841.2,"High Value"
14863,266.76,"Low Value"
14865,52.2,"Low Value"
14866,14389.9,"Premium"
14867,710.28,"High Value"
14868,2953.59,"Premium"
14869,721.45,"High Value"
14870,327.25,"Medium Value"
14871,501.28,"Medium Value"
14873,519.68,"Medium Value"
14875,1465.32,"High Value"
14878,1476.09,"High Value"
14880,690.59,"High Value"
14881,255.4,"Low Value"
14882,589.7,"Medium Value"
14883,761.59,"High Value"
14885,765.32,"High Value"
14886,364.8,"Medium Value"
14887,1862,"Premium"
14888,369.2,"Medium Value"
14889,135.9,"Low Value"
14890,125.65,"Low Value"
14891,554.38,"Medium Value"
14893,1237.85,"High Value"
14894,655.75,"Medium Value"
14895,11138.71,"Premium"
14896,468.77,"Medium Value"
14897,1366.38,"High Value"
14898,1269.31,"High Value"
14901,1421.29,"High Value"
14902,332.66,"Medium Value"
14903,2795.33,"Premium"
14904,1025.44,"High Value"
14905,616.15,"Medium Value"
14907,3501.1,"Premium"
14908,277.8,"Low Value"
14910,434.35,"Medium Value"
14911,143711.169999999,"Premium"
14912,867.85,"High Value"
14913,1227.43,"High Value"
14915,307.48,"Medium Value"
14916,1268.98,"High Value"
14918,1610.15,"High Value"
14920,977.77,"High Value"
14921,1316.07,"High Value"
14923,749.1,"High Value"
14924,310.05,"Medium Value"
14929,223.88,"Low Value"
14930,2362.96,"Premium"
14931,1257.68,"High Value"
14932,363.53,"Medium Value"
14934,1890.94,"Premium"
14935,1784.71,"Premium"
14936,8137.02,"Premium"
14937,1621.88,"High Value"
14944,5900.25,"Premium"
14946,100.9,"Low Value"
14947,290.82,"Low Value"
14948,1101.97,"High Value"
14950,371.2,"Medium Value"
14951,311.69,"Medium Value"
14952,8099.49,"Premium"
14953,285.67,"Low Value"
14954,294.85,"Low Value"
14957,58.49,"Low Value"
14958,483.73,"Medium Value"
14959,695.42,"High Value"
14960,221.27,"Low Value"
14961,7044.68,"Premium"
14962,126.7,"Low Value"
14963,1472.34,"High Value"
14964,206.21,"Low Value"
14965,596.09,"Medium Value"
14966,183.02,"Low Value"
14967,463.8,"Medium Value"
14968,147.59,"Low Value"
14970,1592.06,"High Value"
14971,1097.98,"High Value"
14972,114.77,"Low Value"
14973,1314.45,"High Value"
14974,89.94,"Low Value"
14975,279.94,"Low Value"
14976,790.86,"High Value"
14978,1921.37,"Premium"
14981,102.12,"Low Value"
14984,202.37,"Low Value"
14985,292.01,"Low Value"
14987,326.4,"Medium Value"
14988,334.54,"Medium Value"
14995,231.98,"Low Value"
14997,546.2,"Medium Value"
14998,414.87,"Medium Value"
15000,490.52,"Medium Value"
15002,1641.76,"High Value"
15004,1220.77,"High Value"
15005,6295.36999999999,"Premium"
15006,480.38,"Medium Value"
15007,156.91,"Low Value"
15009,1259.43,"High Value"
15010,308.94,"Medium Value"
15012,405.04,"Medium Value"
15014,257.67,"Low Value"
15016,170.04,"Low Value"
15017,125.58,"Low Value"
15018,496.21,"Medium Value"
15019,252.81,"Low Value"
15021,1871.77,"Premium"
15022,852.39,"High Value"
15023,6720.40999999999,"Premium"
15024,1636.43,"High Value"
15025,361.96,"Medium Value"
15026,469,"Medium Value"
15027,1066.15,"High Value"
15028,627.13,"Medium Value"
15030,518.28,"Medium Value"
15031,653.19,"Medium Value"
15032,4959.1,"Premium"
15033,2557.18,"Premium"
15034,4274.16,"Premium"
15035,252.73,"Low Value"
15036,429.56,"Medium Value"
15038,685.74,"High Value"
15039,19766.59,"Premium"
15041,179.93,"Low Value"
15042,135.93,"Low Value"
15043,537,"Medium Value"
15044,7634.73,"Premium"
15045,735.66,"High Value"
15046,5090.42,"Premium"
15047,343.62,"Medium Value"
15048,381,"Medium Value"
15049,121.17,"Low Value"
15050,1737.69,"Premium"
15051,1383.36,"High Value"
15052,207.73,"Low Value"
15053,693.95,"High Value"
15054,302.1,"Low Value"
