"InvoiceNo","StockCode","CustomerID","Quantity","InvoiceDate"
"545996","21078",14367,6,2011-03-08 14:12:00
"545996","22851",14367,6,2011-03-08 14:12:00
"545996","21989",14367,6,2011-03-08 14:12:00
"545996","21080",14367,6,2011-03-08 14:12:00
"545996","21843",14367,2,2011-03-08 14:12:00
"545996","22501",14367,1,2011-03-08 14:12:00
"545996","22502",14367,1,2011-03-08 14:12:00
"545996","22149",14367,2,2011-03-08 14:12:00
"545996","22147",14367,4,2011-03-08 14:12:00
"545996","20971",14367,2,2011-03-08 14:12:00
"545996","20972",14367,2,2011-03-08 14:12:00
"545996","22668",14367,10,2011-03-08 14:12:00
"545996","47566",14367,2,2011-03-08 14:12:00
"545996","47590B",14367,2,2011-03-08 14:12:00
"545996","47590A",14367,2,2011-03-08 14:12:00
"545996","22720",14367,2,2011-03-08 14:12:00
"545996","22475",14367,2,2011-03-08 14:12:00
"545996","21679",14367,1,2011-03-08 14:12:00
"545996","21678",14367,1,2011-03-08 14:12:00
"545996","21675",14367,1,2011-03-08 14:12:00
"545996","21676",14367,1,2011-03-08 14:12:00
"545996","21677",14367,1,2011-03-08 14:12:00
"545996","22334",14367,4,2011-03-08 14:12:00
"545996","21829",14367,1,2011-03-08 14:12:00
"545996","22534",14367,3,2011-03-08 14:12:00
"545996","22530",14367,3,2011-03-08 14:12:00
"545996","22537",14367,3,2011-03-08 14:12:00
"545996","22533",14367,3,2011-03-08 14:12:00
"545996","20727",14367,2,2011-03-08 14:12:00
"545996","22382",14367,3,2011-03-08 14:12:00
"545996","20723",14367,3,2011-03-08 14:12:00
"545996","22384",14367,3,2011-03-08 14:12:00
"545996","20728",14367,3,2011-03-08 14:12:00
"545996","84931A",14367,2,2011-03-08 14:12:00
"545996","84931B",14367,2,2011-03-08 14:12:00
"545996","22318",14367,2,2011-03-08 14:12:00
"545996","21523",14367,2,2011-03-08 14:12:00
"545996","20685",14367,2,2011-03-08 14:12:00
"545996","48194",14367,2,2011-03-08 14:12:00
"545996","48116",14367,2,2011-03-08 14:12:00
"545996","22690",14367,2,2011-03-08 14:12:00
"545996","48185",14367,2,2011-03-08 14:12:00
"545996","22692",14367,2,2011-03-08 14:12:00
"545998","22842",13373,2,2011-03-08 14:35:00
"545998","22843",13373,2,2011-03-08 14:35:00
"545998","23049",13373,2,2011-03-08 14:35:00
"545998","23052",13373,2,2011-03-08 14:35:00
"545998","22720",13373,6,2011-03-08 14:35:00
"545998","23126",13373,4,2011-03-08 14:35:00
"545998","23127",13373,4,2011-03-08 14:35:00
"545998","22228",13373,12,2011-03-08 14:35:00
"545998","20970",13373,4,2011-03-08 14:35:00
"545998","20969",13373,4,2011-03-08 14:35:00
"545998","22147",13373,12,2011-03-08 14:35:00
"545998","22271",13373,6,2011-03-08 14:35:00
"545998","22274",13373,6,2011-03-08 14:35:00
"545998","22750",13373,4,2011-03-08 14:35:00
"545998","22916",13373,24,2011-03-08 14:35:00
"545998","22919",13373,12,2011-03-08 14:35:00
"545998","22920",13373,12,2011-03-08 14:35:00
"545998","22917",13373,12,2011-03-08 14:35:00
"545998","22918",13373,12,2011-03-08 14:35:00
"545998","22921",13373,12,2011-03-08 14:35:00
"545998","22487",13373,4,2011-03-08 14:35:00
"545998","22221",13373,2,2011-03-08 14:35:00
"545998","21672",13373,12,2011-03-08 14:35:00
"545998","21673",13373,12,2011-03-08 14:35:00
"545998","21669",13373,12,2011-03-08 14:35:00
"545998","22771",13373,12,2011-03-08 14:35:00
"545998","22773",13373,12,2011-03-08 14:35:00
"545998","22772",13373,12,2011-03-08 14:35:00
"545998","21204",13373,12,2011-03-08 14:35:00
"545998","21484",13373,4,2011-03-08 14:35:00
"545998","21929",13373,10,2011-03-08 14:35:00
"545998","22933",13373,6,2011-03-08 14:35:00
"545998","22962",13373,12,2011-03-08 14:35:00
"545998","22570",13373,12,2011-03-08 14:35:00
"545998","22569",13373,12,2011-03-08 14:35:00
"545998","84898F",13373,6,2011-03-08 14:35:00
"545998","22744",13373,12,2011-03-08 14:35:00
"545998","85099B",13373,20,2011-03-08 14:35:00
"545998","22112",13373,6,2011-03-08 14:35:00
"545998","22835",13373,4,2011-03-08 14:35:00
"545998","21455",13373,24,2011-03-08 14:35:00
"545998","21454",13373,24,2011-03-08 14:35:00
"545998","22505",13373,12,2011-03-08 14:35:00
"545998","22585",13373,12,2011-03-08 14:35:00
"545998","22956",13373,18,2011-03-08 14:35:00
"545998","84380",13373,12,2011-03-08 14:35:00
"545998","22839",13373,1,2011-03-08 14:35:00
"545998","22840",13373,4,2011-03-08 14:35:00
"545998","22838",13373,1,2011-03-08 14:35:00
"545998","22841",13373,2,2011-03-08 14:35:00
"545999","22178",13089,36,2011-03-08 14:44:00
"545999","22030",13089,12,2011-03-08 14:44:00
"545999","22026",13089,12,2011-03-08 14:44:00
"545999","21773",13089,12,2011-03-08 14:44:00
"545999","21755",13089,6,2011-03-08 14:44:00
"545999","21557",13089,6,2011-03-08 14:44:00
"545999","21507",13089,12,2011-03-08 14:44:00
"545999","21447",13089,24,2011-03-08 14:44:00
"545999","21446",13089,12,2011-03-08 14:44:00
"545999","21175",13089,12,2011-03-08 14:44:00
"545999","21166",13089,12,2011-03-08 14:44:00
"545999","21165",13089,12,2011-03-08 14:44:00
"545999","20727",13089,10,2011-03-08 14:44:00
"545999","20726",13089,10,2011-03-08 14:44:00
"545999","20724",13089,10,2011-03-08 14:44:00
"545999","20723",13089,10,2011-03-08 14:44:00
"545999","20719",13089,10,2011-03-08 14:44:00
"545999","20685",13089,4,2011-03-08 14:44:00
"545999","21135",13089,16,2011-03-08 14:44:00
"545999","85062",13089,12,2011-03-08 14:44:00
"545999","85170C",13089,6,2011-03-08 14:44:00
"545999","85170D",13089,6,2011-03-08 14:44:00
"545999","21172",13089,12,2011-03-08 14:44:00
"545999","48194",13089,4,2011-03-08 14:44:00
"545999","84510A",13089,10,2011-03-08 14:44:00
"545999","21774",13089,12,2011-03-08 14:44:00
"545999","22585",13089,24,2011-03-08 14:44:00
"545999","21340",13089,1,2011-03-08 14:44:00
"545999","22341",13089,12,2011-03-08 14:44:00
"545999","15044C",13089,6,2011-03-08 14:44:00
"545999","84992",13089,24,2011-03-08 14:44:00
"545999","84978",13089,36,2011-03-08 14:44:00
"545999","84970S",13089,24,2011-03-08 14:44:00
"545999","84970L",13089,24,2011-03-08 14:44:00
"545999","84406B",13089,12,2011-03-08 14:44:00
"545999","82483",13089,6,2011-03-08 14:44:00
"545999","82482",13089,12,2011-03-08 14:44:00
"545999","85099B",13089,10,2011-03-08 14:44:00
"545999","48138",13089,4,2011-03-08 14:44:00
"545999","22964",13089,6,2011-03-08 14:44:00
"545999","22961",13089,12,2011-03-08 14:44:00
"545999","22948",13089,24,2011-03-08 14:44:00
"545999","22919",13089,12,2011-03-08 14:44:00
"545999","22796",13089,4,2011-03-08 14:44:00
"545999","22772",13089,12,2011-03-08 14:44:00
"545999","22771",13089,24,2011-03-08 14:44:00
"545999","22766",13089,8,2011-03-08 14:44:00
"545999","22776",13089,2,2011-03-08 14:44:00
"545999","22715",13089,12,2011-03-08 14:44:00
"545999","22692",13089,4,2011-03-08 14:44:00
"545999","22666",13089,6,2011-03-08 14:44:00
"545999","22662",13089,10,2011-03-08 14:44:00
"545999","22661",13089,10,2011-03-08 14:44:00
"545999","22630",13089,12,2011-03-08 14:44:00
"545999","22629",13089,12,2011-03-08 14:44:00
"545999","22488",13089,12,2011-03-08 14:44:00
"545999","22382",13089,10,2011-03-08 14:44:00
"545999","22962",13089,12,2011-03-08 14:44:00
"546000","23126",13089,4,2011-03-08 14:47:00
"546000","23128",13089,4,2011-03-08 14:47:00
"546000","22982",13089,12,2011-03-08 14:47:00
"546000","22979",13089,12,2011-03-08 14:47:00
"546001","22423",13854,16,2011-03-08 15:03:00
"546001","21340",13854,8,2011-03-08 15:03:00
"546001","22777",13854,4,2011-03-08 15:03:00
"546001","84879",13854,24,2011-03-08 15:03:00
"546003","22691",16712,2,2011-03-08 15:07:00
"546003","22501",16712,3,2011-03-08 15:07:00
"546003","22502",16712,3,2011-03-08 15:07:00
"546003","21700",16712,1,2011-03-08 15:07:00
"546003","22398",16712,1,2011-03-08 15:07:00
"546003","22853",16712,3,2011-03-08 15:07:00
"546003","22567",16712,3,2011-03-08 15:07:00
"546003","22961",16712,6,2011-03-08 15:07:00
"546003","22678",16712,2,2011-03-08 15:07:00
"546003","22905",16712,3,2011-03-08 15:07:00
"546003","22553",16712,1,2011-03-08 15:07:00
"546003","22984",16712,12,2011-03-08 15:07:00
"546003","21509",16712,12,2011-03-08 15:07:00
"546003","21507",16712,12,2011-03-08 15:07:00
"546003","22498",16712,1,2011-03-08 15:07:00
"546003","22895",16712,3,2011-03-08 15:07:00
"546003","22900",16712,3,2011-03-08 15:07:00
"546003","20725",16712,3,2011-03-08 15:07:00
"546003","20727",16712,3,2011-03-08 15:07:00
"546003","22520",16712,3,2011-03-08 15:07:00
"546003","22522",16712,3,2011-03-08 15:07:00
"546003","22521",16712,3,2011-03-08 15:07:00
"546003","22523",16712,3,2011-03-08 15:07:00
"546003","22517",16712,2,2011-03-08 15:07:00
"546003","22514",16712,3,2011-03-08 15:07:00
"546003","22515",16712,3,2011-03-08 15:07:00
"546003","22189",16712,1,2011-03-08 15:07:00
"546003","22955",16712,3,2011-03-08 15:07:00
"546003","22631",16712,2,2011-03-08 15:07:00
"546003","21561",16712,2,2011-03-08 15:07:00
"546003","21558",16712,3,2011-03-08 15:07:00
"546003","22721",16712,3,2011-03-08 15:07:00
"546003","22636",16712,3,2011-03-08 15:07:00
"546003","22845",16712,2,2011-03-08 15:07:00
"546003","22844",16712,2,2011-03-08 15:07:00
"546003","22425",16712,3,2011-03-08 15:07:00
"546003","47566",16712,3,2011-03-08 15:07:00
"546003","22088",16712,3,2011-03-08 15:07:00
"546003","21200",16712,6,2011-03-08 15:07:00
"546003","20725",16712,1,2011-03-08 15:07:00
"546003","22970",16712,6,2011-03-08 15:07:00
"546003","22396",16712,1,2011-03-08 15:07:00
"546003","22400",16712,1,2011-03-08 15:07:00
"546003","22399",16712,1,2011-03-08 15:07:00
"546003","22398",16712,2,2011-03-08 15:07:00
"546003","22402",16712,1,2011-03-08 15:07:00
"546003","22555",16712,1,2011-03-08 15:07:00
"546003","22659",16712,1,2011-03-08 15:07:00
"546003","22630",16712,1,2011-03-08 15:07:00
"546003","22631",16712,1,2011-03-08 15:07:00
"546003","23049",16712,1,2011-03-08 15:07:00
"546003","20914",16712,1,2011-03-08 15:07:00
"546003","22897",16712,1,2011-03-08 15:07:00
"546005","21524",14426,2,2011-03-08 15:17:00
"546005","22692",14426,2,2011-03-08 15:17:00
"546005","48184",14426,10,2011-03-08 15:17:00
"546005","48138",14426,2,2011-03-08 15:17:00
"546005","48185",14426,2,2011-03-08 15:17:00
"546005","48187",14426,2,2011-03-08 15:17:00
"546005","48194",14426,2,2011-03-08 15:17:00
"546005","22722",14426,4,2011-03-08 15:17:00
"546005","21154",14426,10,2011-03-08 15:17:00
"546005","22720",14426,3,2011-03-08 15:17:00
"546005","21469",14426,6,2011-03-08 15:17:00
"546005","22989",14426,6,2011-03-08 15:17:00
"546005","23126",14426,4,2011-03-08 15:17:00
"546005","23127",14426,4,2011-03-08 15:17:00
"546005","20967",14426,4,2011-03-08 15:17:00
"546005","20971",14426,12,2011-03-08 15:17:00
"546005","20969",14426,4,2011-03-08 15:17:00
"546005","22271",14426,6,2011-03-08 15:17:00
"546005","22569",14426,4,2011-03-08 15:17:00
"546005","22570",14426,4,2011-03-08 15:17:00
"546005","22566",14426,12,2011-03-08 15:17:00
"546005","22274",14426,6,2011-03-08 15:17:00
"546005","22967",14426,6,2011-03-08 15:17:00
"546005","22957",14426,6,2011-03-08 15:17:00
"546005","21460",14426,6,2011-03-08 15:17:00
"546005","21459",14426,6,2011-03-08 15:17:00
"546005","85206A",14426,6,2011-03-08 15:17:00
"546005","22021",14426,6,2011-03-08 15:17:00
"546005","22621",14426,12,2011-03-08 15:17:00
"546005","85194L",14426,12,2011-03-08 15:17:00
"546005","85194S",14426,24,2011-03-08 15:17:00
"546005","35915B",14426,6,2011-03-08 15:17:00
"546005","35915C",14426,6,2011-03-08 15:17:00
"546005","22262",14426,12,2011-03-08 15:17:00
"546005","22260",14426,12,2011-03-08 15:17:00
"546005","22261",14426,12,2011-03-08 15:17:00
"546005","22854",14426,4,2011-03-08 15:17:00
"546005","22977",14426,12,2011-03-08 15:17:00
"546005","22934",14426,6,2011-03-08 15:17:00
"546005","22933",14426,6,2011-03-08 15:17:00
"546005","84531B",14426,6,2011-03-08 15:17:00
"546005","84531A",14426,6,2011-03-08 15:17:00
"546005","21383",14426,12,2011-03-08 15:17:00
"546005","22859",14426,6,2011-03-08 15:17:00
"546005","22860",14426,6,2011-03-08 15:17:00
"546005","22858",14426,6,2011-03-08 15:17:00
"546005","22975",14426,12,2011-03-08 15:17:00
"546005","21397",14426,12,2011-03-08 15:17:00
"546005","22976",14426,12,2011-03-08 15:17:00
"546005","22139",14426,3,2011-03-08 15:17:00
"546005","22138",14426,3,2011-03-08 15:17:00
"546005","22979",14426,12,2011-03-08 15:17:00
"546005","22980",14426,12,2011-03-08 15:17:00
"546006","22796",17639,2,2011-03-08 15:22:00
"546006","22168",17639,1,2011-03-08 15:22:00
"546006","22180",17639,2,2011-03-08 15:22:00
"546006","21462",17639,1,2011-03-08 15:22:00
"546006","21671",17639,18,2011-03-08 15:22:00
"546006","21670",17639,24,2011-03-08 15:22:00
"546006","21034",17639,1,2011-03-08 15:22:00
"546009","82001S",16426,24,2011-03-08 15:45:00
"546009","37423",16426,48,2011-03-08 15:45:00
"546009","22372",16426,4,2011-03-08 15:45:00
"546009","22371",16426,1,2011-03-08 15:45:00
"546009","22376",16426,4,2011-03-08 15:45:00
"546009","22375",16426,6,2011-03-08 15:45:00
"546009","22374",16426,4,2011-03-08 15:45:00
"546009","22168",16426,6,2011-03-08 15:45:00
"546009","72128",16426,36,2011-03-08 15:45:00
"546009","21868",16426,18,2011-03-08 15:45:00
"546009","22171",16426,6,2011-03-08 15:45:00
"546011","22970",17306,72,2011-03-08 16:31:00
"546011","22616",17306,864,2011-03-08 16:31:00
"546013","21034",16495,1,2011-03-08 16:38:00
"546013","21584",16495,4,2011-03-08 16:38:00
"546013","20828",16495,1,2011-03-08 16:38:00
"546013","22759",16495,12,2011-03-08 16:38:00
"546013","22669",16495,5,2011-03-08 16:38:00
"546013","22740",16495,48,2011-03-08 16:38:00
"546013","20983",16495,24,2011-03-08 16:38:00
"546013","51014C",16495,12,2011-03-08 16:38:00
"546013","51014A",16495,12,2011-03-08 16:38:00
"546013","84978",16495,6,2011-03-08 16:38:00
"546013","22319",16495,1,2011-03-08 16:38:00
"546013","22988",16495,12,2011-03-08 16:38:00
"546013","21624",16495,1,2011-03-08 16:38:00
"546013","22086",16495,1,2011-03-08 16:38:00
"546013","72800E",16495,1,2011-03-08 16:38:00
"546013","20684",16495,1,2011-03-08 16:38:00
"546013","21868",16495,1,2011-03-08 16:38:00
"546013","22558",16495,4,2011-03-08 16:38:00
"546013","22908",16495,1,2011-03-08 16:38:00
"546013","21078",16495,1,2011-03-08 16:38:00
"546013","21080",16495,1,2011-03-08 16:38:00
"546013","21989",16495,1,2011-03-08 16:38:00
"546013","22557",16495,1,2011-03-08 16:38:00
"546013","22553",16495,1,2011-03-08 16:38:00
"546013","22551",16495,1,2011-03-08 16:38:00
"546013","22555",16495,1,2011-03-08 16:38:00
"546013","21792",16495,3,2011-03-08 16:38:00
"546013","22192",16495,1,2011-03-08 16:38:00
"546013","21937",16495,2,2011-03-08 16:38:00
"546013","21898",16495,1,2011-03-08 16:38:00
"546013","21713",16495,1,2011-03-08 16:38:00
"546013","22777",16495,2,2011-03-08 16:38:00
"546014","22777",16495,1,2011-03-08 16:39:00
"546015","85123A",14336,12,2011-03-08 16:48:00
"546015","79337",14336,96,2011-03-08 16:48:00
"546015","22457",14336,6,2011-03-08 16:48:00
"546015","22595",14336,24,2011-03-08 16:48:00
"546015","21232",14336,12,2011-03-08 16:48:00
"546015","84946",14336,12,2011-03-08 16:48:00
"546015","22469",14336,12,2011-03-08 16:48:00
"546015","84992",14336,24,2011-03-08 16:48:00
"546015","21212",14336,48,2011-03-08 16:48:00
"546015","21324",14336,6,2011-03-08 16:48:00
"546015","22464",14336,12,2011-03-08 16:48:00
"546015","22465",14336,12,2011-03-08 16:48:00
"546015","21733",14336,6,2011-03-08 16:48:00
"546015","84970L",14336,12,2011-03-08 16:48:00
"546015","84970S",14336,12,2011-03-08 16:48:00
"546015","22969",14336,12,2011-03-08 16:48:00
"546015","22637",14336,4,2011-03-08 16:48:00
"546015","22644",14336,12,2011-03-08 16:48:00
"546015","22175",14336,6,2011-03-08 16:48:00
"546015","22176",14336,6,2011-03-08 16:48:00
"546015","22960",14336,12,2011-03-08 16:48:00
"546015","21381",14336,12,2011-03-08 16:48:00
"546015","22508",14336,4,2011-03-08 16:48:00
"546015","22317",14336,6,2011-03-08 16:48:00
"546015","82482",14336,6,2011-03-08 16:48:00
"546015","82580",14336,12,2011-03-08 16:48:00
"546015","82581",14336,12,2011-03-08 16:48:00
"546015","82578",14336,12,2011-03-08 16:48:00
"546015","21174",14336,12,2011-03-08 16:48:00
"546017","22423",14507,4,2011-03-08 17:23:00
"546017","21591",14507,14,2011-03-08 17:23:00
"546017","21928",14507,4,2011-03-08 17:23:00
"546017","22663",14507,4,2011-03-08 17:23:00
"546017","20751",14507,2,2011-03-08 17:23:00
"546017","22411",14507,10,2011-03-08 17:23:00
"546017","21929",14507,3,2011-03-08 17:23:00
"546017","22296",14507,12,2011-03-08 17:23:00
"546017","35961",14507,12,2011-03-08 17:23:00
"546017","21386",14507,24,2011-03-08 17:23:00
"546017","23187",14507,6,2011-03-08 17:23:00
"546017","23186",14507,6,2011-03-08 17:23:00
"546017","85123A",14507,11,2011-03-08 17:23:00
"546017","22652",14507,4,2011-03-08 17:23:00
"546017","22653",14507,4,2011-03-08 17:23:00
"546017","22819",14507,12,2011-03-08 17:23:00
"546017","22817",14507,12,2011-03-08 17:23:00
"546017","21506",14507,12,2011-03-08 17:23:00
"546017","22984",14507,12,2011-03-08 17:23:00
"546017","21034",14507,2,2011-03-08 17:23:00
"546017","22967",14507,4,2011-03-08 17:23:00
"546017","22957",14507,4,2011-03-08 17:23:00
"546017","21385",14507,12,2011-03-08 17:23:00
"546017","35972",14507,2,2011-03-08 17:23:00
"546017","35971",14507,6,2011-03-08 17:23:00
"546017","21389",14507,12,2011-03-08 17:23:00
"546017","22454",14507,7,2011-03-08 17:23:00
"546017","22448",14507,5,2011-03-08 17:23:00
"546019","23232",14507,25,2011-03-08 17:25:00
"546019","85049F",14507,1,2011-03-08 17:25:00
"546019","85049G",14507,1,2011-03-08 17:25:00
"546019","22267",14507,1,2011-03-08 17:25:00
"546019","22228",14507,1,2011-03-08 17:25:00
"546019","22448",14507,1,2011-03-08 17:25:00
"546019","22386",14507,5,2011-03-08 17:25:00
"546019","22967",14507,1,2011-03-08 17:25:00
"546019","21506",14507,12,2011-03-08 17:25:00
"546019","85206A",14507,1,2011-03-08 17:25:00
"546019","22021",14507,1,2011-03-08 17:25:00
"546027","22367",12759,8,2011-03-09 08:09:00
"546027","22045",12759,25,2011-03-09 08:09:00
"546027","22382",12759,10,2011-03-09 08:09:00
"546027","22613",12759,12,2011-03-09 08:09:00
"546027","22629",12759,12,2011-03-09 08:09:00
"546027","22964",12759,6,2011-03-09 08:09:00
"546027","22197",12759,12,2011-03-09 08:09:00
"546027","21733",12759,6,2011-03-09 08:09:00
"546027","22131",12759,6,2011-03-09 08:09:00
"546027","22804",12759,6,2011-03-09 08:09:00
"546027","84992",12759,24,2011-03-09 08:09:00
"546027","85123A",12759,12,2011-03-09 08:09:00
"546027","22254",12759,12,2011-03-09 08:09:00
"546027","22281",12759,2,2011-03-09 08:09:00
"546027","85206A",12759,6,2011-03-09 08:09:00
"546027","85093",12759,12,2011-03-09 08:09:00
"546027","21121",12759,24,2011-03-09 08:09:00
"546027","84997D",12759,4,2011-03-09 08:09:00
"546027","22661",12759,10,2011-03-09 08:09:00
"546027","22630",12759,12,2011-03-09 08:09:00
"546027","22492",12759,36,2011-03-09 08:09:00
"546027","22637",12759,4,2011-03-09 08:09:00
"546027","22745",12759,6,2011-03-09 08:09:00
"546027","22617",12759,3,2011-03-09 08:09:00
"546027","22138",12759,3,2011-03-09 08:09:00
"546027","20704",12759,2,2011-03-09 08:09:00
"546027","POST",12759,2,2011-03-09 08:09:00
"546028","23183",17049,6,2011-03-09 08:33:00
"546028","23184",17049,4,2011-03-09 08:33:00
"546028","23182",17049,24,2011-03-09 08:33:00
"546028","21212",17049,24,2011-03-09 08:33:00
"546028","85099B",17049,10,2011-03-09 08:33:00
"546028","84992",17049,24,2011-03-09 08:33:00
"546028","22655",17049,2,2011-03-09 08:33:00
"546028","22168",17049,2,2011-03-09 08:33:00
"546028","82483",17049,2,2011-03-09 08:33:00
"546028","82486",17049,2,2011-03-09 08:33:00
"546028","22199",17049,4,2011-03-09 08:33:00
"546028","22207",17049,4,2011-03-09 08:33:00
"546028","84050",17049,6,2011-03-09 08:33:00
"546028","22203",17049,4,2011-03-09 08:33:00
"546028","22134",17049,12,2011-03-09 08:33:00
"546028","20754",17049,6,2011-03-09 08:33:00
"546028","23180",17049,4,2011-03-09 08:33:00
"546028","23181",17049,2,2011-03-09 08:33:00
"546028","22193",17049,2,2011-03-09 08:33:00
"546028","23179",17049,6,2011-03-09 08:33:00
"546028","21922",17049,4,2011-03-09 08:33:00
"546028","20685",17049,2,2011-03-09 08:33:00
"546028","21523",17049,2,2011-03-09 08:33:00
"546028","85123A",17049,24,2011-03-09 08:33:00
"546028","21955",17049,2,2011-03-09 08:33:00
"546028","22660",17049,2,2011-03-09 08:33:00
"546028","22690",17049,2,2011-03-09 08:33:00
"546028","22692",17049,2,2011-03-09 08:33:00
"546028","48194",17049,2,2011-03-09 08:33:00
"546028","48187",17049,2,2011-03-09 08:33:00
"546028","85014B",17049,3,2011-03-09 08:33:00
"546028","15056P",17049,3,2011-03-09 08:33:00
"546028","22721",17049,3,2011-03-09 08:33:00
"546028","22720",17049,3,2011-03-09 08:33:00
"546028","22997",17049,24,2011-03-09 08:33:00
"546028","22995",17049,24,2011-03-09 08:33:00
"546028","22993",17049,12,2011-03-09 08:33:00
"546028","23006",17049,24,2011-03-09 08:33:00
"546028","23185",17049,12,2011-03-09 08:33:00
"546028","23186",17049,12,2011-03-09 08:33:00
"546029","22698",15206,6,2011-03-09 08:59:00
"546030","22652",14013,10,2011-03-09 08:59:00
"546030","22651",14013,12,2011-03-09 08:59:00
"546030","85176",14013,12,2011-03-09 08:59:00
"546030","85177",14013,12,2011-03-09 08:59:00
"546030","85178",14013,12,2011-03-09 08:59:00
"546030","22961",14013,12,2011-03-09 08:59:00
"546030","21929",14013,10,2011-03-09 08:59:00
"546030","20711",14013,10,2011-03-09 08:59:00
"546031","82482",13267,6,2011-03-09 09:11:00
"546031","21707",13267,8,2011-03-09 09:11:00
"546031","21706",13267,4,2011-03-09 09:11:00
"546031","22178",13267,12,2011-03-09 09:11:00
"546031","84978",13267,12,2011-03-09 09:11:00
"546031","79321",13267,8,2011-03-09 09:11:00
"546031","22728",13267,4,2011-03-09 09:11:00
"546031","22726",13267,4,2011-03-09 09:11:00
"546031","84755",13267,32,2011-03-09 09:11:00
"546032","84949",13267,6,2011-03-09 09:11:00
"546032","21916",13267,24,2011-03-09 09:11:00
"546032","84879",13267,8,2011-03-09 09:11:00
"546032","82486",13267,2,2011-03-09 09:11:00
"546032","82484",13267,2,2011-03-09 09:11:00
"546032","21754",13267,3,2011-03-09 09:11:00
"546033","82486",13267,2,2011-03-09 09:12:00
"546034","22996",14032,24,2011-03-09 09:44:00
"546034","21731",14032,12,2011-03-09 09:44:00
"546034","21918",14032,24,2011-03-09 09:44:00
"546034","84077",14032,48,2011-03-09 09:44:00
"546034","22197",14032,12,2011-03-09 09:44:00
"546034","22636",14032,4,2011-03-09 09:44:00
"546034","22659",14032,12,2011-03-09 09:44:00
"546034","22900",14032,12,2011-03-09 09:44:00
"546034","22970",14032,6,2011-03-09 09:44:00
"546034","22441",14032,8,2011-03-09 09:44:00
"546034","22109",14032,8,2011-03-09 09:44:00
"546034","22064",14032,12,2011-03-09 09:44:00
"546034","22976",14032,12,2011-03-09 09:44:00
"546034","22892",14032,12,2011-03-09 09:44:00
"546034","84006",14032,12,2011-03-09 09:44:00
"546034","21509",14032,12,2011-03-09 09:44:00
"546034","21507",14032,12,2011-03-09 09:44:00
"546034","22713",14032,12,2011-03-09 09:44:00
"546034","22030",14032,12,2011-03-09 09:44:00
"546034","23230",14032,25,2011-03-09 09:44:00
"546035","M",12924,1,2011-03-09 09:50:00
"546035","22801",12924,1,2011-03-09 09:50:00
"546035","22800",12924,12,2011-03-09 09:50:00
"546035","22801",12924,4,2011-03-09 09:50:00
"546035","84947",12924,18,2011-03-09 09:50:00
"546035","22801",12924,16,2011-03-09 09:50:00
"546035","22778",12924,24,2011-03-09 09:50:00
"546036","20724",14645,10,2011-03-09 09:52:00
"546036","22384",14645,10,2011-03-09 09:52:00
"546036","20727",14645,10,2011-03-09 09:52:00
"546036","20725",14645,10,2011-03-09 09:52:00
"546036","21218",14645,6,2011-03-09 09:52:00
"546036","21080",14645,12,2011-03-09 09:52:00
"546036","22456",14645,6,2011-03-09 09:52:00
"546036","22665",14645,6,2011-03-09 09:52:00
"546036","22838",14645,8,2011-03-09 09:52:00
"546037","22749",14825,8,2011-03-09 10:00:00
"546037","22750",14825,4,2011-03-09 10:00:00
"546037","22178",14825,12,2011-03-09 10:00:00
"546037","22751",14825,8,2011-03-09 10:00:00
"546037","23127",14825,4,2011-03-09 10:00:00
"546037","23126",14825,4,2011-03-09 10:00:00
"546037","22606",14825,4,2011-03-09 10:00:00
"546037","22605",14825,4,2011-03-09 10:00:00
"546037","22189",14825,4,2011-03-09 10:00:00
"546038","22767",15071,16,2011-03-09 10:19:00
"546038","22766",15071,48,2011-03-09 10:19:00
"546038","22427",15071,12,2011-03-09 10:19:00
"546038","72807B",15071,4,2011-03-09 10:19:00
"546038","71053",15071,8,2011-03-09 10:19:00
"546038","22170",15071,24,2011-03-09 10:19:00
"546038","84755",15071,16,2011-03-09 10:19:00
"546038","22789",15071,8,2011-03-09 10:19:00
"546038","21242",15071,8,2011-03-09 10:19:00
"546038","21238",15071,8,2011-03-09 10:19:00
"546038","22759",15071,12,2011-03-09 10:19:00
"546038","21056",15071,1,2011-03-09 10:19:00
"546062","16008",16221,72,2011-03-09 10:51:00
"546062","22228",16221,6,2011-03-09 10:51:00
"546062","22229",16221,6,2011-03-09 10:51:00
"546062","85123A",16221,2,2011-03-09 10:51:00
"546062","22934",16221,1,2011-03-09 10:51:00
"546062","47504K",16221,2,2011-03-09 10:51:00
"546062","21458",16221,4,2011-03-09 10:51:00
"546062","85049C",16221,1,2011-03-09 10:51:00
"546062","85049D",16221,1,2011-03-09 10:51:00
"546062","21497",16221,25,2011-03-09 10:51:00
"546062","21034",16221,1,2011-03-09 10:51:00
"546062","22625",16221,1,2011-03-09 10:51:00
"546062","22981",16221,2,2011-03-09 10:51:00
"546062","22982",16221,2,2011-03-09 10:51:00
"546062","17003",16221,72,2011-03-09 10:51:00
"546062","22928",16221,2,2011-03-09 10:51:00
"546062","22980",16221,2,2011-03-09 10:51:00
"546062","22241",16221,4,2011-03-09 10:51:00
"546062","21470",16221,7,2011-03-09 10:51:00
"546062","21471",16221,2,2011-03-09 10:51:00
"546067","22469",17450,600,2011-03-09 10:58:00
